날짜,hs_code,품목명,국가명,수출입구분,수출금액,중량
2021-10-01,8528,반도체,일본,Export,230792539,4654.190803
2021-11-01,8528,반도체,일본,Export,211400326,4547.293913
2021-12-01,8542,반도체,일본,Export,413657288,4779.796506
2022-01-01,8555,반도체,일본,Export,35056336,
2022-02-01,8591,반도체,일본,Import,0,3359.9313
2022-03-01,8528,반도체,일본,Export,302197544,2792.959918
2022-04-01,8524,반도체,일본,Export,377426874,2122.109098
2022-05-01,8560,반도체,일본,Import,0,149.6428017
2022-06-01,8548,반도체,일본,Import,0,3647.467972
2022-07-01,8547,반도체,일본,Import,0,4957.189811
2022-08-01,8521,반도체,일본,Export,154569946,2481.40242
2022-09-01,8594,반도체,일본,Import,0,1158.651689
2022-10-01,8547,반도체,일본,Import,0,3493.214851
2022-11-01,8582,반도체,일본,Import,0,3966.027284
2022-12-01,8576,반도체,일본,Export,230560446,2938.405134
2023-01-01,8584,반도체,일본,Import,0,1918.744875
2023-02-01,8542,반도체,일본,Export,267648173,2607.238794
2023-03-01,8546,반도체,일본,Export,446147547,1794.799558
2023-04-01,8569,반도체,일본,Import,0,132.8809125
2023-05-01,8520,반도체,일본,Export,162496572,3417.891135
2023-06-01,8565,반도체,일본,Export,494137623,2324.607944
2023-07-01,8578,반도체,일본,Export,121958505,4889.515378
2023-08-01,8535,반도체,일본,Export,29108046,251.6833755
2023-09-01,8559,반도체,일본,Export,163471067,820.6030678
2023-10-01,8546,반도체,일본,Export,478400226,1638.436915
2023-11-01,8582,반도체,일본,Export,492166449,1513.186645
2023-12-01,8531,반도체,일본,Export,275289727,855.3107116
2024-01-01,8595,반도체,일본,Import,0,4208.891153
2024-02-01,8560,반도체,일본,Export,96813753,2586.487194
2024-03-01,8520,반도체,일본,Export,283277324,1801.657491
2024-04-01,8522,반도체,일본,Import,0,2495.599376
2024-05-01,8591,반도체,일본,Export,315468919,2889.94907
2024-06-01,8594,반도체,일본,Import,0,4277.533131
2024-07-01,8573,반도체,일본,Export,300577105,3035.690867
2024-08-01,8530,반도체,일본,Import,0,
2024-09-01,8550,반도체,일본,Export,439774384,4725.80626
2024-10-01,8557,반도체,일본,Export,55899486,3797.643986
2024-11-01,8584,반도체,일본,Export,109579314,3832.811138
2024-12-01,8590,반도체,일본,Import,0,4905.622784
2025-01-01,8513,반도체,일본,Export,405228777,2434.768581
2025-02-01,8554,반도체,일본,Export,225183410,4250.147386
2025-03-01,8547,반도체,일본,Export,135463306,250.8712433
2025-04-01,8589,반도체,일본,Import,0,
2025-05-01,8519,반도체,일본,Import,0,1567.038383
2025-06-01,8533,반도체,일본,Import,0,2690.032738
2025-07-01,8517,반도체,일본,Export,497377834,
2025-08-01,8545,반도체,일본,Import,0,3728.333047
2025-09-01,8514,반도체,일본,Import,0,4064.997539
2025-10-01,8572,반도체,일본,Export,53416309,
2025-11-01,8539,반도체,일본,Export,22004239,1600.07297
2025-12-01,8586,반도체,일본,Export,474367132,454.3507288
2021-01-01,8725,자동차,일본,Export,344056835,653.3650492
2021-02-01,8769,자동차,일본,Export,81146291,3579.539276
2021-03-01,8743,자동차,일본,Export,147692204,4037.065442
2021-04-01,8736,자동차,일본,Export,20793191,2957.961713
2021-05-01,8739,자동차,일본,Export,489700746,3057.116171
2021-06-01,8795,자동차,일본,Export,102042997,3626.978121
2021-07-01,8781,자동차,일본,Export,281782100,3221.745102
2021-08-01,8762,자동차,일본,Export,403939668,2807.25474
2021-09-01,8796,자동차,일본,Import,0,2067.083591
2021-10-01,8784,자동차,일본,Export,143058053,2071.988523
2021-11-01,8735,자동차,일본,Export,360368972,3008.080239
2021-12-01,8717,자동차,일본,Export,11871762,1309.436959
2022-01-01,8720,자동차,일본,Import,0,736.6566302
2022-02-01,8777,자동차,일본,Import,0,4470.17351
2022-03-01,8765,자동차,일본,Export,482398424,537.5186702
2022-04-01,8742,자동차,일본,Export,465783773,4236.818642
2022-05-01,8794,자동차,일본,Import,0,3365.288527
2022-06-01,8726,자동차,일본,Export,341293033,4725.513296
2022-07-01,8792,자동차,일본,Import,0,336.1114607
2022-08-01,8737,자동차,일본,Export,434251880,2432.241882
2022-09-01,8780,자동차,일본,Import,0,2140.871716
2022-10-01,8725,자동차,일본,Export,191869191,4361.839566
2022-11-01,8796,자동차,일본,Import,0,1546.97724
2022-12-01,8727,자동차,일본,Import,0,
2023-01-01,8763,자동차,일본,Export,107615484,4462.053513
2023-02-01,8766,자동차,일본,Export,413421620,3931.875141
2023-03-01,8783,자동차,일본,Export,17199760,1957.560838
2023-04-01,8723,자동차,일본,Export,212684910,2515.036464
2023-05-01,8763,자동차,일본,Export,140670846,3651.796847
2023-06-01,8774,자동차,일본,Export,162813290,3892.557753
2023-07-01,8767,자동차,일본,Export,429993484,
2023-08-01,8743,자동차,일본,Export,99052203,2233.987365
2023-09-01,8764,자동차,일본,Export,263800658,1805.668407
2023-10-01,8752,자동차,일본,Import,0,2787.071977
2023-11-01,8741,자동차,일본,Export,450294696,3937.672225
2023-12-01,8795,자동차,일본,Import,0,4507.330541
2024-01-01,8737,자동차,일본,Export,241966431,392.610796
2024-02-01,8718,자동차,일본,Export,127187801,2700.613041
2024-03-01,8741,자동차,일본,Export,47046469,1891.835666
2024-04-01,8766,자동차,일본,Export,314982684,3928.477093
2024-05-01,8762,자동차,일본,Export,268359938,4541.462723
2024-06-01,8774,자동차,일본,Export,179144182,4595.680631
2024-07-01,8756,자동차,일본,Import,0,3480.998713
2024-08-01,8793,자동차,일본,Import,0,2293.599785
2024-09-01,8736,자동차,일본,Import,0,1835.912048
2024-10-01,8715,자동차,일본,Export,144604869,4054.130905
2024-11-01,8722,자동차,일본,Export,234712992,2848.28487
2024-12-01,8742,자동차,일본,Export,77129540,4975.40871
2025-01-01,8779,자동차,일본,Export,63357723,3219.039369
2025-02-01,8768,자동차,일본,Export,490760428,2890.74492
2025-03-01,8728,자동차,일본,Export,96286780,
2025-04-01,8738,자동차,일본,Export,454870408,4724.137805
2025-05-01,8775,자동차,일본,Import,0,2024.689501
2025-06-01,8774,자동차,일본,Import,0,3928.609319
2025-07-01,8795,자동차,일본,Export,305501510,4193.498371
2025-08-01,8737,자동차,일본,Export,122051622,3208.382075
2025-09-01,8775,자동차,일본,Export,262194972,4060.549654
2025-10-01,8776,자동차,일본,Export,448374970,102.169629
2025-11-01,8736,자동차,일본,Export,477875026,2523.908429
2025-12-01,8776,자동차,일본,Import,0,3795.898369
2021-01-01,7287,철강,일본,Export,314799385,4962.967218
2021-02-01,7291,철강,일본,Import,0,1277.954673
2021-03-01,7296,철강,일본,Export,257919374,
2021-04-01,7226,철강,일본,Export,82607184,3429.794643
2021-05-01,7220,철강,일본,Import,0,2194.758974
2021-06-01,7269,철강,일본,Export,220750409,4528.412102
2021-07-01,7287,철강,일본,Export,392379096,2434.045093
2021-08-01,7217,철강,일본,Export,101206589,1724.667025
2021-09-01,7277,철강,일본,Export,154668483,4409.533197
2021-10-01,7236,철강,일본,Import,0,1727.736062
2021-11-01,7213,철강,일본,Export,84281586,4391.827109
2021-12-01,7232,철강,일본,Export,466194885,2019.93742
2022-01-01,7269,철강,일본,Export,266029988,367.708658
2022-02-01,7247,철강,일본,Export,14944397,2243.66144
2022-03-01,7277,철강,일본,Import,0,1199.038068
2022-04-01,7278,철강,일본,Import,0,3087.191957
2022-05-01,7236,철강,일본,Import,0,714.2467314
2022-06-01,7248,철강,일본,Export,118039332,3836.166134
2022-07-01,7225,철강,일본,Export,48443349,2768.0351
2022-08-01,7218,철강,일본,Export,141734903,3179.326832
2022-09-01,7257,철강,일본,Export,155314356,3600.678404
2022-10-01,7274,철강,일본,Export,357159951,943.2372235
2022-11-01,7275,철강,일본,Import,0,3600.200515
2022-12-01,7232,철강,일본,Export,71311375,4267.310912
2023-01-01,7250,철강,일본,Import,0,1792.175566
2023-02-01,7212,철강,일본,Export,68248451,3847.123793
2023-03-01,7273,철강,일본,Import,0,1964.536778
2023-04-01,7277,철강,일본,Export,198333968,223.4477284
2023-05-01,7267,철강,일본,Export,311796838,4232.062646
2023-06-01,7238,철강,일본,Export,410392789,2777.508549
2023-07-01,7274,철강,일본,Import,0,2463.09537
2023-08-01,7271,철강,일본,Import,0,2043.113042
2023-09-01,7229,철강,일본,Import,0,3162.643012
2023-10-01,7266,철강,일본,Export,400373884,1327.292704
2023-11-01,7225,철강,일본,Export,491133792,3177.167575
2023-12-01,7221,철강,일본,Export,150940037,1603.205338
2024-01-01,7214,철강,일본,Import,0,
2024-02-01,7271,철강,일본,Export,51120572,1733.966709
2024-03-01,7256,철강,일본,Import,0,4912.042731
2024-04-01,7296,철강,일본,Export,107506148,2149.835934
2024-05-01,7238,철강,일본,Export,169374413,4712.234996
2024-06-01,7271,철강,일본,Export,264163487,978.8869419
2024-07-01,7271,철강,일본,Export,282192757,1030.094985
2024-08-01,7258,철강,일본,Export,204830065,1394.953689
2024-09-01,7289,철강,일본,Export,319043230,2793.070716
2024-10-01,7264,철강,일본,Export,47719938,470.3597079
2024-11-01,7263,철강,일본,Export,350940764,2344.308837
2024-12-01,7262,철강,일본,Import,0,4828.57531
2025-01-01,7257,철강,일본,Export,295942913,2676.205476
2025-02-01,7277,철강,일본,Import,0,618.9384416
2025-03-01,7231,철강,일본,Export,470137977,132.7424332
2025-04-01,7239,철강,일본,Export,343254823,
2025-05-01,7258,철강,일본,Import,0,4704.292405
2025-06-01,7255,철강,일본,Export,102384896,3395.05644
2025-07-01,7236,철강,일본,Import,0,553.864867
2025-08-01,7237,철강,일본,Export,432046616,4104.536326
2025-09-01,7228,철강,일본,Export,298832454,3105.129256
2025-10-01,7293,철강,일본,Export,109972086,3304.571052
2025-11-01,7261,철강,일본,Export,16735321,1317.043676
2025-12-01,7257,철강,일본,Export,456472459,1838.818071
2021-01-01,8442,기계,일본,Import,0,497.6309748
2021-02-01,8447,기계,일본,Import,0,2518.154862
2021-03-01,8412,기계,일본,Export,312223967,3740.119319
2021-04-01,8460,기계,일본,Import,0,2194.728687
2021-05-01,8448,기계,일본,Import,0,1905.399708
2021-06-01,8465,기계,일본,Export,395812939,2115.563386
2021-07-01,8449,기계,일본,Export,226847302,3281.67939
2021-08-01,8472,기계,일본,Export,153267724,
2021-09-01,8416,기계,일본,Export,37526277,2506.369074
2021-10-01,8464,기계,일본,Import,0,156.3131192
2021-11-01,8494,기계,일본,Import,0,445.4105337
2021-12-01,8480,기계,일본,Import,0,4149.791642
2022-01-01,8410,기계,일본,Export,161805368,1324.789037
2022-02-01,8430,기계,일본,Import,0,475.5154517
2022-03-01,8455,기계,일본,Export,457756337,4768.793583
2022-04-01,8467,기계,일본,Export,471149198,4393.965222
2022-05-01,8444,기계,일본,Import,0,2655.83704
2022-06-01,8485,기계,일본,Export,430794496,3766.943683
2022-07-01,8438,기계,일본,Export,235002724,2114.358684
2022-08-01,8432,기계,일본,Export,220508210,3729.06813
2022-09-01,8427,기계,일본,Export,155425474,2752.71109
2022-10-01,8441,기계,일본,Export,446519212,1283.530524
2022-11-01,8445,기계,일본,Export,68023369,1138.282219
2022-12-01,8456,기계,일본,Import,0,1247.596518
2023-01-01,8481,기계,일본,Import,0,2132.205552
2023-02-01,8476,기계,일본,Export,351250605,3540.515871
2023-03-01,8422,기계,일본,Export,436558213,3193.952714
2023-04-01,8458,기계,일본,Import,0,4672.323449
2023-05-01,8426,기계,일본,Export,111063535,2020.110929
2023-06-01,8458,기계,일본,Import,0,3904.797583
2023-07-01,8412,기계,일본,Export,284732364,3179.289637
2023-08-01,8434,기계,일본,Export,368345094,3516.649553
2023-09-01,8495,기계,일본,Import,0,2476.963834
2023-10-01,8487,기계,일본,Export,260175279,4120.933913
2023-11-01,8420,기계,일본,Import,0,2000.347841
2023-12-01,8457,기계,일본,Export,111898616,305.7286017
2024-01-01,8445,기계,일본,Export,425484663,2773.367395
2024-02-01,8486,기계,일본,Export,403869127,2224.013941
2024-03-01,8476,기계,일본,Export,117854549,1817.550618
2024-04-01,8471,기계,일본,Export,193495395,
2024-05-01,8439,기계,일본,Export,116657025,3342.253013
2024-06-01,8470,기계,일본,Export,60802504,338.4225519
2024-07-01,8467,기계,일본,Export,393160388,3783.560263
2024-08-01,8490,기계,일본,Export,17167846,1115.487269
2024-09-01,8418,기계,일본,Export,180011703,2014.700246
2024-10-01,8412,기계,일본,Export,222249924,3894.083146
2024-11-01,8471,기계,일본,Export,86673590,2422.213979
2024-12-01,8417,기계,일본,Import,0,1008.326618
2025-01-01,8485,기계,일본,Export,364928759,3754.191557
2025-02-01,8459,기계,일본,Import,0,4126.971638
2025-03-01,8471,기계,일본,Export,349255872,1393.903725
2025-04-01,8410,기계,일본,Export,269074965,4146.996766
2025-05-01,8436,기계,일본,Import,0,1396.711632
2025-06-01,8413,기계,일본,Import,0,4918.197718
2025-07-01,8493,기계,일본,Export,190490134,
2025-08-01,8479,기계,일본,Export,213468076,4453.474139
2025-09-01,8455,기계,일본,Import,0,1682.833994
2025-10-01,8438,기계,일본,Import,0,3367.182358
2025-11-01,8463,기계,일본,Import,0,4839.591579
2025-12-01,8470,기계,일본,Import,0,4052.65876
2021-01-01,8544,반도체,베트남,Import,0,1589.748335
2021-02-01,8584,반도체,베트남,Export,186609145,3940.31743
2021-03-01,8557,반도체,베트남,Import,0,
2021-04-01,8558,반도체,베트남,Export,383528286,290.7962818
2021-05-01,8512,반도체,베트남,Export,316060883,4335.72291
2021-06-01,8570,반도체,베트남,Export,322777897,3691.717736
2021-07-01,8534,반도체,베트남,Import,0,3024.574197
2021-08-01,8564,반도체,베트남,Export,313078258,3202.056002
2021-09-01,8559,반도체,베트남,Export,328259375,4041.628892
2021-10-01,8584,반도체,베트남,Import,0,4180.876319
2021-11-01,8596,반도체,베트남,Export,463273115,
2021-12-01,8598,반도체,베트남,Export,327833088,1448.912246
2022-01-01,8513,반도체,베트남,Export,212775458,
2022-02-01,8590,반도체,베트남,Import,0,
2022-03-01,8568,반도체,베트남,Import,0,4206.959377
2022-04-01,8512,반도체,베트남,Export,323125757,4772.321979
2022-05-01,8558,반도체,베트남,Export,145736136,4614.40681
2022-06-01,8549,반도체,베트남,Export,301100562,
2022-07-01,8590,반도체,베트남,Import,0,4416.767728
2022-08-01,8516,반도체,베트남,Export,255772092,4883.316177
2022-09-01,8596,반도체,베트남,Export,150394578,4032.937531
2022-10-01,8590,반도체,베트남,Import,0,4869.574834
2022-11-01,8529,반도체,베트남,Import,0,2233.428866
2022-12-01,8551,반도체,베트남,Export,469602963,517.007082
2023-01-01,8567,반도체,베트남,Export,122389230,2398.625334
2023-02-01,8561,반도체,베트남,Export,224843790,2696.418179
2023-03-01,8581,반도체,베트남,Export,225472838,1464.00556
2023-04-01,8517,반도체,베트남,Export,117656327,200.5519922
2023-05-01,8545,반도체,베트남,Import,0,406.5677269
2023-06-01,8591,반도체,베트남,Export,177896121,4336.828717
2023-07-01,8511,반도체,베트남,Export,416363974,3562.710115
2023-08-01,8573,반도체,베트남,Export,294542551,2576.992926
2023-09-01,8569,반도체,베트남,Export,249038816,503.134389
2023-10-01,8566,반도체,베트남,Export,360441362,1481.40331
2023-11-01,8598,반도체,베트남,Import,0,3369.340452
2023-12-01,8524,반도체,베트남,Import,0,719.1467584
2024-01-01,8549,반도체,베트남,Import,0,1056.315934
2024-02-01,8572,반도체,베트남,Export,284193638,3466.491838
2024-03-01,8557,반도체,베트남,Import,0,1708.342218
2024-04-01,8571,반도체,베트남,Export,452616027,4460.43026
2024-05-01,8586,반도체,베트남,Export,293864088,2499.159864
2024-06-01,8548,반도체,베트남,Export,466838151,3733.852835
2024-07-01,8562,반도체,베트남,Import,0,1171.678022
2024-08-01,8531,반도체,베트남,Export,305886981,2925.408635
2024-09-01,8515,반도체,베트남,Export,193528639,4008.88809
2024-10-01,8558,반도체,베트남,Import,0,2908.793653
2024-11-01,8550,반도체,베트남,Export,133796555,2648.362899
2024-12-01,8513,반도체,베트남,Export,10320161,4366.278267
2025-01-01,8586,반도체,베트남,Export,123707312,1400.313547
2025-02-01,8533,반도체,베트남,Export,248203937,
2025-03-01,8517,반도체,베트남,Export,463016009,3950.481963
2025-04-01,8537,반도체,베트남,Export,382682064,857.0117996
2025-05-01,8526,반도체,베트남,Import,0,4682.343225
2025-06-01,8591,반도체,베트남,Export,93647098,249.2720629
2025-07-01,8549,반도체,베트남,Import,0,3383.159435
2025-08-01,8562,반도체,베트남,Export,34619074,271.066608
2025-09-01,8563,반도체,베트남,Export,498235163,4000.436272
2025-10-01,8541,반도체,베트남,Export,34311042,3650.531606
2025-11-01,8581,반도체,베트남,Export,461960067,3508.560797
2025-12-01,8520,반도체,베트남,Export,288547800,3292.426848
2021-01-01,8794,자동차,베트남,Export,287232961,4652.809114
2021-02-01,8746,자동차,베트남,Export,377218742,2212.450785
2021-03-01,8720,자동차,베트남,Export,153333048,1727.807298
2021-04-01,8737,자동차,베트남,Export,302673285,3301.579143
2021-05-01,8747,자동차,베트남,Export,474109116,4435.790077
2021-06-01,8752,자동차,베트남,Export,176487418,2332.533867
2021-07-01,8769,자동차,베트남,Export,495153334,1628.209235
2021-08-01,8737,자동차,베트남,Import,0,1782.594841
2021-09-01,8781,자동차,베트남,Export,470108246,2318.7872
2021-10-01,8725,자동차,베트남,Export,357964993,1437.454974
2021-11-01,8743,자동차,베트남,Import,0,
2021-12-01,8729,자동차,베트남,Import,0,2931.666452
2022-01-01,8767,자동차,베트남,Import,0,3942.610254
2022-02-01,8753,자동차,베트남,Import,0,2071.790671
2022-03-01,8796,자동차,베트남,Export,154585451,1564.399963
2022-04-01,8775,자동차,베트남,Import,0,1776.327342
2022-05-01,8795,자동차,베트남,Import,0,2480.505402
2022-06-01,8761,자동차,베트남,Export,369602734,3197.966939
2022-07-01,8779,자동차,베트남,Import,0,1785.392664
2022-08-01,8727,자동차,베트남,Import,0,4377.795031
2022-09-01,8749,자동차,베트남,Import,0,
2022-10-01,8770,자동차,베트남,Export,392194280,
2022-11-01,8768,자동차,베트남,Export,490478431,
2022-12-01,8774,자동차,베트남,Export,352855550,3123.025734
2023-01-01,8748,자동차,베트남,Import,0,2883.074057
2023-02-01,8763,자동차,베트남,Import,0,
2023-03-01,8765,자동차,베트남,Import,0,
2023-04-01,8764,자동차,베트남,Export,116947337,4948.215652
2023-05-01,8763,자동차,베트남,Import,0,
2023-06-01,8789,자동차,베트남,Export,187654300,4048.001176
2023-07-01,8726,자동차,베트남,Export,418949566,1855.839818
2023-08-01,8723,자동차,베트남,Export,196685724,4061.188121
2023-09-01,8740,자동차,베트남,Import,0,4669.518904
2023-10-01,8758,자동차,베트남,Export,216172988,3048.242604
2023-11-01,8715,자동차,베트남,Export,88997217,3316.407057
2023-12-01,8723,자동차,베트남,Export,423982540,1197.514475
2024-01-01,8772,자동차,베트남,Export,469856257,
2024-02-01,8744,자동차,베트남,Export,207571800,4184.855651
2024-03-01,8726,자동차,베트남,Import,0,4815.081088
2024-04-01,8779,자동차,베트남,Export,341153233,
2024-05-01,8777,자동차,베트남,Export,282600723,242.8604115
2024-06-01,8737,자동차,베트남,Export,263955326,3579.562355
2024-07-01,8724,자동차,베트남,Import,0,4794.778244
2024-08-01,8766,자동차,베트남,Export,149992801,547.7331138
2024-09-01,8748,자동차,베트남,Import,0,4139.910436
2024-10-01,8715,자동차,베트남,Import,0,1262.007883
2024-11-01,8715,자동차,베트남,Export,133072941,4236.640394
2024-12-01,8783,자동차,베트남,Export,290790678,
2025-01-01,8720,자동차,베트남,Export,359294537,3513.806046
2025-02-01,8792,자동차,베트남,Import,0,3388.35647
2025-03-01,8793,자동차,베트남,Import,0,3134.782925
2025-04-01,8718,자동차,베트남,Export,305729115,3331.57931
2025-05-01,8782,자동차,베트남,Export,98779806,3151.491676
2025-06-01,8796,자동차,베트남,Export,214424775,885.1054448
2025-07-01,8734,자동차,베트남,Export,400633425,3648.739483
2025-08-01,8750,자동차,베트남,Export,35671734,882.162017
2025-09-01,8784,자동차,베트남,Export,21616799,4191.241308
2025-10-01,8773,자동차,베트남,Import,0,
2025-11-01,8784,자동차,베트남,Import,0,147.4657254
2025-12-01,8725,자동차,베트남,Export,15538242,3958.122595
2021-01-01,7285,철강,베트남,Export,188415259,
2021-02-01,7236,철강,베트남,Export,357625043,1430.310812
2021-03-01,7255,철강,베트남,Export,105279345,556.6609859
2021-04-01,7272,철강,베트남,Import,0,1207.787448
2021-05-01,7289,철강,베트남,Export,104692213,347.740021
2021-06-01,7232,철강,베트남,Export,113451711,
2021-07-01,7246,철강,베트남,Export,366489322,2473.516809
2021-08-01,7286,철강,베트남,Export,290277980,4046.618414
2021-09-01,7229,철강,베트남,Export,369613634,1798.137923
2021-10-01,7227,철강,베트남,Import,0,269.8962507
2021-11-01,7222,철강,베트남,Export,130794753,4882.560223
2021-12-01,7245,철강,베트남,Import,0,644.5720219
2022-01-01,7288,철강,베트남,Export,414771695,3398.151441
2022-02-01,7229,철강,베트남,Export,331629071,2722.246435
2022-03-01,7253,철강,베트남,Import,0,4963.650798
2022-04-01,7228,철강,베트남,Export,92840271,1823.844531
2022-05-01,7240,철강,베트남,Export,151825365,2391.637941
2022-06-01,7211,철강,베트남,Export,313198317,3360.289521
2022-07-01,7248,철강,베트남,Export,467872188,3476.529503
2022-08-01,7213,철강,베트남,Export,305564161,2665.642681
2022-09-01,7284,철강,베트남,Import,0,1540.930565
2022-10-01,7211,철강,베트남,Export,305210217,
2022-11-01,7259,철강,베트남,Import,0,4249.7474
2022-12-01,7263,철강,베트남,Export,305543558,3444.409052
2023-01-01,7247,철강,베트남,Import,0,190.0920965
2023-02-01,7286,철강,베트남,Import,0,3295.95323
2023-03-01,7231,철강,베트남,Import,0,3536.778099
2023-04-01,7241,철강,베트남,Export,244478901,4651.411794
2023-05-01,7282,철강,베트남,Export,315138818,4053.112063
2023-06-01,7275,철강,베트남,Export,218935194,2785.911493
2023-07-01,7240,철강,베트남,Export,404707697,2049.63246
2023-08-01,7293,철강,베트남,Export,286320587,
2023-09-01,7227,철강,베트남,Export,72467983,4021.011104
2023-10-01,7279,철강,베트남,Import,0,1537.431765
2023-11-01,7265,철강,베트남,Import,0,3414.169233
2023-12-01,7276,철강,베트남,Import,0,3806.037921
2024-01-01,7230,철강,베트남,Import,0,
2024-02-01,7225,철강,베트남,Export,452325700,4202.588735
2024-03-01,7224,철강,베트남,Export,56265259,4174.439832
2024-04-01,7236,철강,베트남,Export,206993336,3671.802081
2024-05-01,7240,철강,베트남,Export,168136020,2816.347738
2024-06-01,7241,철강,베트남,Export,427063860,4792.395067
2024-07-01,7279,철강,베트남,Import,0,1981.808928
2024-08-01,7298,철강,베트남,Export,201050875,2452.232149
2024-09-01,7248,철강,베트남,Import,0,2276.107429
2024-10-01,7229,철강,베트남,Export,295530080,4081.121723
2024-11-01,7290,철강,베트남,Import,0,4311.826345
2024-12-01,7242,철강,베트남,Import,0,728.7967247
2025-01-01,7229,철강,베트남,Import,0,4377.011166
2025-02-01,7254,철강,베트남,Export,392370452,3401.138494
2025-03-01,7262,철강,베트남,Export,400289174,1239.452525
2025-04-01,7235,철강,베트남,Import,0,1461.4413
2025-05-01,7248,철강,베트남,Export,487981783,
2025-06-01,7251,철강,베트남,Import,0,303.7369032
2025-07-01,7255,철강,베트남,Import,0,3299.453325
2025-08-01,7281,철강,베트남,Export,295733807,3678.086417
2025-09-01,7270,철강,베트남,Export,498317171,3532.115816
2025-10-01,7260,철강,베트남,Export,456556203,202.5771774
2025-11-01,7298,철강,베트남,Export,418270134,1584.785784
2025-12-01,7258,철강,베트남,Export,341291462,1605.470913
2021-01-01,8454,기계,베트남,Export,69019196,2964.261255
2021-02-01,8463,기계,베트남,Export,238696765,475.9418516
2021-03-01,8426,기계,베트남,Import,0,659.2858496
2021-04-01,8498,기계,베트남,Export,213264571,1997.644616
2021-05-01,8447,기계,베트남,Export,233137736,2133.306137
2021-06-01,8450,기계,베트남,Export,98453931,1386.105867
2021-07-01,8461,기계,베트남,Export,155707150,896.4361386
2021-08-01,8413,기계,베트남,Export,112327158,386.9699959
2021-09-01,8482,기계,베트남,Export,58311172,670.7414634
2021-10-01,8452,기계,베트남,Export,287266774,4549.290873
2021-11-01,8425,기계,베트남,Export,283592634,4362.695381
2021-12-01,8448,기계,베트남,Import,0,3800.154725
2022-01-01,8439,기계,베트남,Export,164355082,3977.907777
2022-02-01,8462,기계,베트남,Import,0,3424.606726
2022-03-01,8415,기계,베트남,Export,363812371,297.399042
2022-04-01,8439,기계,베트남,Import,0,2458.261961
2022-05-01,8436,기계,베트남,Export,177505169,
2022-06-01,8471,기계,베트남,Export,182255707,
2022-07-01,8427,기계,베트남,Export,303735958,4521.776053
2022-08-01,8442,기계,베트남,Export,419332539,1064.750572
2022-09-01,8477,기계,베트남,Import,0,4018.938486
2022-10-01,8415,기계,베트남,Export,238396983,
2022-11-01,8423,기계,베트남,Export,90667929,
2022-12-01,8467,기계,베트남,Import,0,391.976777
2023-01-01,8468,기계,베트남,Export,121118586,3365.957686
2023-02-01,8412,기계,베트남,Export,100384935,1091.240351
2023-03-01,8447,기계,베트남,Import,0,2468.141996
2023-04-01,8493,기계,베트남,Export,242473097,
2023-05-01,8425,기계,베트남,Import,0,4402.364213
2023-06-01,8480,기계,베트남,Export,58023765,315.9227217
2023-07-01,8453,기계,베트남,Export,32336727,4735.25736
2023-08-01,8498,기계,베트남,Import,0,4921.75442
2023-09-01,8487,기계,베트남,Import,0,1854.884611
2023-10-01,8452,기계,베트남,Export,33016765,4647.453576
2023-11-01,8468,기계,베트남,Export,12051847,3385.128236
2023-12-01,8418,기계,베트남,Export,213567070,217.6247197
2024-01-01,8476,기계,베트남,Export,484223341,2794.334474
2024-02-01,8454,기계,베트남,Import,0,575.1317877
2024-03-01,8475,기계,베트남,Import,0,650.5859616
2024-04-01,8486,기계,베트남,Import,0,1814.695482
2024-05-01,8462,기계,베트남,Export,346774825,4811.917455
2024-06-01,8474,기계,베트남,Import,0,4893.281276
2024-07-01,8491,기계,베트남,Export,407129426,1435.988172
2024-08-01,8437,기계,베트남,Import,0,
2024-09-01,8449,기계,베트남,Import,0,2073.423475
2024-10-01,8425,기계,베트남,Export,320073279,3867.708218
2024-11-01,8464,기계,베트남,Import,0,4410.047334
2024-12-01,8474,기계,베트남,Import,0,1583.866456
2025-01-01,8439,기계,베트남,Import,0,1814.286482
2025-02-01,8432,기계,베트남,Import,0,
2025-03-01,8460,기계,베트남,Export,183867609,3923.041978
2025-04-01,8418,기계,베트남,Export,374920996,2120.774996
2025-05-01,8454,기계,베트남,Export,249207060,752.5924158
2025-06-01,8426,기계,베트남,Export,350068532,995.4807133
2025-07-01,8484,기계,베트남,Export,149956734,
2025-08-01,8449,기계,베트남,Export,73012278,
2025-09-01,8473,기계,베트남,Import,0,2096.091069
2025-10-01,8434,기계,베트남,Import,0,4322.157935
2025-11-01,8428,기계,베트남,Export,406113492,3097.067455
2025-12-01,8451,기계,베트남,Export,98584723,1417.108314
2021-01-01,8543,반도체,독일,Export,223637638,3010.842381
2021-02-01,8557,반도체,독일,Import,0,3643.051017
2021-03-01,8527,반도체,독일,Export,148809357,2061.532897
2021-04-01,8572,반도체,독일,Export,433105148,1613.131149
2021-05-01,8524,반도체,독일,Export,85354015,4442.239341
2021-06-01,8527,반도체,독일,Import,0,
2021-07-01,8570,반도체,독일,Export,150738392,
2021-08-01,8518,반도체,독일,Export,77438569,104.5541427
2021-09-01,8545,반도체,독일,Import,0,3406.976695
2021-10-01,8561,반도체,독일,Export,260985206,3434.349366
2021-11-01,8573,반도체,독일,Import,0,4679.265016
2021-12-01,8598,반도체,독일,Export,84424224,
2022-01-01,8534,반도체,독일,Export,367361802,2917.79681
2022-02-01,8567,반도체,독일,Export,82141266,1112.246979
